run,event,trackIndex,gid,layer,wire,localLayer,sLayer,rawDriftDist,rawDriftDistErr,middleX,middleY,isSignal,PID,charge,turnId,scaledFltLen,lrAmbig,posX,posY,posZ,momX,momY,momZ,initialPosX,initialPosY,initialPosZ,initialMomX,initialMomY,initialMomZ
-9947,12,3,4554,34,126,2,8,0.378058,0.00759317,-59.7319,-17.269,1,211,1,1,0.49885,-1,-58.984,-20.8161,-62.8959,-0.0540758,-0.115245,-0.122135,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,4645,34,217,2,8,0.360775,0.00762849,55.2152,-28.5903,1,-211,-1,1,0.223248,-1,53.8469,-30.866,38.3522,0.0944211,-0.159235,0.103788,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,4662,34,234,2,8,0.519077,0.00803705,62.1448,-2.03441,1,2212,1,1,0.290089,-1,62.4521,1.94856,-72.3922,0.229439,0.0968091,-0.287935,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,4697,35,29,3,8,0.837651,0.0161847,41.0959,48.7598,1,-2212,-1,1,0.159003,1,39.9297,50.2156,-16.7231,0.194435,0.0938641,-0.0601619,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,2,4698,35,30,3,8,0.676032,0.0111519,39.8054,49.8188,1,-2212,-1,1,0.156352,-1,39.2723,49.8913,-16.5187,0.192972,0.0968717,-0.0603932,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,4795,35,127,3,8,0.191243,0.00951878,-61.0224,-18.5109,1,211,1,1,0.511212,1,-59.7138,-22.4641,-64.6265,-0.0497474,-0.117084,-0.122217,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,4885,35,217,3,8,0.396692,0.00809783,56.2386,-30.0601,1,-211,-1,1,0.229525,-1,54.7523,-32.4352,39.3681,0.0896681,-0.161932,0.103821,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,0,4902,35,234,3,8,0.808912,0.0161847,63.7013,-2.92051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,1,4903,35,235,3,8,0.798933,0.0161847,63.7559,-1.25201,1,2212,1,1,0.297943,-1,64.1302,2.67889,-74.5079,0.22685,0.102756,-0.287855,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,1,4910,36,2,0,9,0.711845,0.0132375,66.5241,4.55703,1,2212,1,1,0.308675,-1,66.8241,3.94961,-77.9473,0.223601,0.11045,-0.28744,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,0,4943,36,35,0,9,0.0853743,0.0115803,42.5706,51.3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,3,5052,36,144,0,9,0.165826,0.00922363,-61.1002,-26.7019,1,211,1,1,0.549323,-1,-61.2246,-26.666,-68.9273,-0.035204,-0.121967,-0.12248,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,0,5092,36,184,0,9,0.902285,0.0149028,-11.7436,-65.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,4,5140,36,232,0,9,0.398515,0.00742471,56.1473,-35.9681,1,-211,-1,1,0.241166,1,56.501,-35.7998,41.4968,0.079522,-0.167064,0.103962,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,5166,37,2,1,9,0.741585,0.0136509,68.1775,3.83036,1,2212,1,1,0.313337,1,67.8536,4.46744,-79.2749,0.22231,0.113053,-0.287359,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,1,5167,37,3,1,9,0.851257,0.0152004,68.0629,5.50237,1,2212,1,1,0.317865,-1,68.4452,4.7734,-80.0425,0.220911,0.115722,-0.287346,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,5199,37,35,1,9,0.160772,0.00928377,44.237,52.0185,1,-2212,-1,1,0.170874,1,44.1944,52.1239,-18.0212,0.199725,0.0808919,-0.0597308,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,5309,37,145,1,9,0.620911,0.00923771,-62.2306,-28.1104,1,211,1,1,0.558612,1,-61.6662,-28.256,-70.52,-0.0316998,-0.122847,-0.122553,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,5310,37,146,1,9,0.495406,0.00767833,-61.522,-29.6292,1,211,1,1,0.569724,-1,-61.9732,-29.5278,-71.7845,-0.0277743,-0.123684,-0.122656,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,5396,37,232,1,9,0.249741,0.00824352,57.0424,-37.5367,1,-211,-1,1,0.247667,1,57.2603,-37.4412,42.513,0.0743185,-0.169446,0.103944,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,2,5454,38,34,2,9,0.167042,0.00917023,45.9431,52.7004,1,-2212,-1,1,0.17426,1,45.9055,52.7997,-18.5308,0.20145,0.0763344,-0.0594711,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,5566,38,146,2,9,0.327536,0.00765398,-62.6135,-31.1072,1,211,1,1,0.580508,1,-62.3094,-31.1655,-73.4033,-0.0238339,-0.124415,-0.12274,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,5567,38,147,2,9,0.745685,0.0132958,-61.8312,-32.6344,1,211,1,1,0.591113,-1,-62.5397,-32.526,-74.7412,-0.0191748,-0.125167,-0.122795,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,5651,38,231,2,9,0.105476,0.0106804,57.928,-39.1465,1,-211,-1,1,0.252754,1,57.9805,-39.1252,43.5422,0.0696624,-0.171363,0.104027,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,0,5679,39,3,3,9,0.555856,0.00839617,71.3373,5.76707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,1,5680,39,4,3,9,1.11158,0.0140747,71.1743,7.51604,1,2212,1,1,0.334131,-1,71.9429,6.7056,-84.6452,0.21517,0.126111,-0.287199,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,5710,39,34,3,9,0.159215,0.0097892,47.6892,53.3667,1,-2212,-1,1,0.178486,1,47.6622,53.4432,-19.0486,0.202944,0.0714312,-0.059548,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,5824,39,148,3,9,0.169569,0.00962153,-62.8802,-34.1811,1,211,1,1,0.60213,1,-62.7593,-34.196,-76.3756,-0.0154618,-0.125627,-0.122833,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,5825,39,149,3,9,0.868129,0.0140747,-62.0224,-35.714,1,211,1,1,0.614153,-1,-62.8958,-35.6451,-77.7893,-0.0099383,-0.126112,-0.122909,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,5907,39,231,3,9,0.197731,0.0092852,58.803,-40.7979,1,-211,-1,1,0.258044,-1,58.6588,-40.8532,44.5867,0.0662302,-0.172681,0.104071,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,5936,40,4,0,10,0.346275,0.00812994,72.8156,7.58899,1,2212,1,1,0.341636,-1,72.9782,7.32163,-86.0326,0.213092,0.129577,-0.28717,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,5969,40,37,0,10,0.429516,0.00816026,49.7419,53.7164,1,-2212,-1,1,0.18432,1,49.6201,54.0995,-19.6182,0.20482,0.0651966,-0.0592319,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,6099,40,167,0,10,0.669686,0.0123403,-63.5925,-36.2725,1,211,1,1,0.621223,1,-62.9407,-36.3103,-78.4372,-0.00730383,-0.126273,-0.122922,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,6100,40,168,0,10,0.225797,0.00889656,-62.7861,-37.6512,1,211,1,1,0.636894,-1,-62.9979,-37.6467,-79.7383,-0.00267343,-0.126264,-0.123102,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,6190,40,258,0,10,0.782398,0.0150402,58.8123,-43.5983,1,-211,-1,1,0.268267,1,59.541,-43.3595,46.083,0.0575667,-0.175662,0.104222,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,4,6191,40,259,0,10,0.565016,0.00939037,59.7494,-42.305,1,-211,-1,1,0.264982,-1,59.2441,-42.4802,45.56,0.0605754,-0.174693,0.104147,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,0,6216,40,284,0,10,0.105409,0.0107254,73.0272,-5.1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,1,6225,41,5,1,10,0.428144,0.00857469,74.2683,8.5603,1,2212,1,1,0.346046,-1,74.4688,8.24227,-88.0496,0.211042,0.133132,-0.287009,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,3,6389,41,169,1,10,0.734583,0.0148359,-63.6922,-39.1454,1,211,1,1,0.651145,1,-63.0142,-39.1354,-81.1935,0.00187595,-0.12557,-0.123748,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,6390,41,170,1,10,0.213182,0.00954298,-62.8231,-40.5255,1,211,1,1,0.665863,-1,-62.9714,-40.5339,-82.5728,0.00711452,-0.125323,-0.123792,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,6478,41,258,1,10,0.530821,0.0093279,59.5683,-45.1738,1,-211,-1,1,0.274842,1,60.0621,-45.0276,47.0683,0.0525623,-0.177252,0.104142,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,4,6479,41,259,1,10,0.795162,0.0157632,60.5396,-43.8636,1,-211,-1,1,0.269906,-1,59.781,-44.1043,46.5242,0.0559497,-0.176184,0.104212,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,0,6504,41,284,1,10,0.738681,0.0149299,74.5113,-6.09321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,0,6505,41,285,1,10,0.79634,0.0157632,74.6265,-4.46631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,1,6513,42,5,2,10,0.445739,0.00948909,75.743,9.56857,1,2212,1,1,0.354623,-1,75.9753,9.21805,-90.1134,0.208068,0.137876,-0.286877,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,0,6532,42,24,2,10,1.28548,0.0185428,65.4747,39.2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,2,6544,42,36,2,10,0.287358,0.0098847,53.0816,54.8717,1,-2212,-1,1,0.193998,1,53.0231,55.0954,-20.5978,0.207629,0.0542323,-0.0593732,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,6678,42,170,2,10,0.862279,0.0185428,-63.6998,-42.0821,1,211,1,1,0.673588,1,-62.8773,-42.0099,-84.0315,0.0110175,-0.124981,-0.123858,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,6679,42,171,2,10,0.0761158,0.0142313,-62.7666,-43.4616,1,211,1,1,0.681828,1,-62.7302,-43.4577,-85.4687,0.0135524,-0.124674,-0.123907,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,6680,42,172,2,10,0.756224,0.0175682,-61.8035,-44.8205,1,211,1,1,0.696096,-1,-62.5257,-44.931,-86.94,0.0189766,-0.123863,-0.124003,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,6765,42,257,2,10,0.266859,0.0100358,60.3244,-46.7924,1,-211,-1,1,0.281688,1,60.5457,-46.7343,48.0675,0.0469249,-0.178822,0.104141,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,4,6766,42,258,2,10,1.1531,0.0185428,61.3308,-45.4653,1,-211,-1,1,0.275109,-1,60.2598,-45.6983,47.4624,0.051088,-0.177722,0.104083,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-10876,6,0,0,0,0,0,0,0.555563,0.0365912,7.44314,-1.48053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,2,0,2,0,0,0.539054,0.0365912,7.53636,0.891987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,3,0,3,0,0,0.555282,0.0365912,7.30403,2.05995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,5,0,5,0,0,0.745717,0.0365912,6.30999,4.2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,8,0,8,0,0,0.880859,0.0365912,3.70813,6.62134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,9,0,9,0,0,0.900109,0.0365912,2.62667,7.1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,1,11,0,11,0,0,0.23982,0.0235244,0.297941,7.58311,1,-211,-1,1,0.0256675,1,0.37258,7.58405,-5.99042,0.0199494,0.217896,-0.14647,0.0489512,-0.00110137,-0.921984,-0.00137905,0.219942,-0.147061,
-10876,6,0,13,0,13,0,0,0.806026,0.0365912,-2.05995,7.30403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,20,0,20,0,0,0.709458,0.0365912,-7.44314,1.48053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,21,0,21,0,0,0.7059,0.0365912,-7.58311,0.297941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,23,0,23,0,0,0.702594,0.0365912,-7.30403,-2.05995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,24,0,24,0,0,0.732656,0.0365912,-6.89186,-3.17719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,2,25,0,25,0,0,0.25168,0.0230551,-6.30999,-4.2162,1,211,1,1,0.020903,-1,-6.31081,-4.21734,4.07679,-0.215508,-0.157481,0.175588,0.0489512,-0.00110137,-0.921984,-0.229094,-0.138979,0.176401,
-10876,6,0,26,0,26,0,0,0.696116,0.0365912,-5.57274,-5.15139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,27,0,27,0,0,0.712009,0.0365912,-4.69828,-5.95974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,28,0,28,0,0,0.711109,0.0365912,-3.70813,-6.62134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,34,0,34,0,0,0.87776,0.0365912,3.17719,-6.89186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,36,0,36,0,0,0.634245,0.0365912,5.15139,-5.57274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,38,0,38,0,0,0.69021,0.0365912,6.62134,-3.70813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,39,0,39,0,0,0.559229,0.0365912,7.1199,-2.62667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,3,45,1,5,1,0,0.129033,0.0248917,7.85869,3.93378,1,211,1,1,0.0228487,-1,7.83164,3.99104,1.77762,0.185241,0.10628,0.0677256,0.0489512,-0.00110137,-0.921984,0.197304,0.0886325,0.0656352,
-10876,6,0,46,1,6,1,0,0.811454,0.0348023,7.21886,5.01214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,47,1,7,1,0,0.853199,0.0348023,6.43208,5.98848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,52,1,12,1,0,0.878743,0.0348023,0.939422,8.73791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,1,53,1,13,1,0,0.42863,0.0186773,-0.313674,8.78266,1,-211,-1,1,0.029552,-1,0.489171,8.76627,-6.78571,0.0239953,0.217493,-0.14646,0.0489512,-0.00110137,-0.921984,-0.00137905,0.219942,-0.147061,
-10876,6,0,54,1,14,1,0,0.861204,0.0348023,-1.56038,8.64863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,60,1,20,1,0,0.730269,0.0348023,-7.55803,4.48439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,62,1,22,1,0,0.725778,0.0348023,-8.51527,2.17339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,63,1,23,1,0,0.721525,0.0348023,-8.73791,0.939422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,4,64,1,24,1,0,0.315922,0.0189717,-8.78266,-0.313674,1,-2212,-1,1,0.0426131,1,-8.79916,0.109295,-13.1089,-0.294961,0.0136213,-0.403185,0.0489512,-0.00110137,-0.921984,-0.29811,-0.00703243,-0.413543,
-10876,6,0,65,1,25,1,0,0.736233,0.0348023,-8.64863,-1.56038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,66,1,26,1,0,0.730344,0.0348023,-8.33853,-2.77533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,2,68,1,28,1,0,0.615218,0.0348023,-7.21886,-5.01214,1,211,1,1,0.0240522,-1,-7.27461,-4.93189,4.866,-0.213416,-0.160315,0.175575,0.0489512,-0.00110137,-0.921984,-0.229094,-0.138979,0.176401,
-10876,6,0,69,1,29,1,0,0.705289,0.0348023,-6.43208,-5.98848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,70,1,30,1,0,0.703386,0.0348023,-5.51436,-6.84291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,71,1,31,1,0,0.706297,0.0348023,-4.48439,-7.55803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,72,1,32,1,0,0.707991,0.0348023,-3.36312,-8.11929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,73,1,33,1,0,0.725355,0.0348023,-2.17339,-8.51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,80,1,40,1,0,0.617478,0.0348023,5.98848,-6.43208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,83,1,43,1,0,0.617324,0.0348023,8.11929,-3.36312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,84,2,0,2,0,0.0528092,0.023405,9.88734,-1.63241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,3,89,2,5,2,0,0.27785,0.0172348,8.8379,4.72396,1,211,1,1,0.0259812,-1,8.90252,4.61825,2.17124,0.183399,0.109421,0.0677297,0.0489512,-0.00110137,-0.921984,0.197304,0.0886325,0.0656352,
-10876,6,0,91,2,7,2,0,0.94781,0.0272658,7.31411,6.85041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,92,2,8,2,0,0.884418,0.0272658,6.35738,7.74649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,93,2,9,2,0,0.865769,0.0272658,5.29187,8.51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,94,2,10,2,0,0.863761,0.0272658,4.13582,9.12794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,95,2,11,2,0,0.86831,0.0272658,2.909,9.58968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,96,2,12,2,0,0.883182,0.0272658,1.63241,9.88734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,1,97,2,13,2,0,0.134229,0.0206465,0.327884,10.0158,1,-211,-1,1,0.0335798,1,0.635781,10.0128,-7.62592,0.027065,0.217124,-0.146462,0.0489512,-0.00110137,-0.921984,-0.00137905,0.219942,-0.147061,
-10876,6,0,109,2,25,2,0,0.837398,0.0272658,-10.0158,0.327884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,4,110,2,26,2,0,0.326636,0.0166747,-9.97294,-0.982249,1,-2212,-1,1,0.04979,-1,-10.0634,0.178303,-14.8373,-0.294893,0.0176999,-0.403045,0.0489512,-0.00110137,-0.921984,-0.29811,-0.00703243,-0.413543,
-10876,6,2,114,2,30,2,0,0.513419,0.0191622,-8.14569,-5.83712,1,211,1,1,0.0273116,-1,-8.25663,-5.68052,5.67814,-0.211208,-0.163245,0.175541,0.0489512,-0.00110137,-0.921984,-0.229094,-0.138979,0.176401,
-10876,6,0,128,2,44,2,0,0.658282,0.0272658,7.74649,-6.35738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,129,2,45,2,0,0.625646,0.0272658,8.51002,-5.29187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,3,138,3,6,3,0,0.0433765,0.0203476,10.0426,5.18812,1,211,1,1,0.0289683,-1,9.99579,5.28346,2.57717,0.181486,0.112556,0.0677421,0.0489512,-0.00110137,-0.921984,0.197304,0.0886325,0.0656352,
-10876,6,1,147,3,15,3,0,0.605835,0.0236788,0.950069,11.2636,1,-211,-1,1,0.0375271,1,0.807071,11.2897,-8.49,0.0313801,0.216192,-0.146856,0.0489512,-0.00110137,-0.921984,-0.00137905,0.219942,-0.147061,
-10876,6,4,162,3,30,3,0,0.332544,0.0151684,-11.2991,-0.317022,1,-2212,-1,1,0.0541429,1,-11.3234,0.260738,-16.5598,-0.294723,0.0209781,-0.402994,0.0489512,-0.00110137,-0.921984,-0.29811,-0.00703243,-0.413543,
-10876,6,0,163,3,31,3,0,0.761384,0.0236788,-11.1926,-1.58013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,2,167,3,35,3,0,0.163358,0.0174671,-9.39856,-6.27992,1,211,1,1,0.0304144,-1,-9.27345,-6.47767,6.52772,-0.208957,-0.166147,0.175508,0.0489512,-0.00110137,-0.921984,-0.229094,-0.138979,0.176401,
-10876,6,3,190,4,2,0,1,0.54584,0.017993,11.0857,5.5801,1,211,1,1,0.0317809,1,10.8806,5.8417,2.90908,0.179707,0.115372,0.0677406,0.0489512,-0.00110137,-0.921984,0.197304,0.0886325,0.0656352,
-10876,6,1,200,4,12,0,1,0.071513,0.0174818,1.51923,12.3176,1,-211,-1,1,0.0411455,-1,0.974269,12.3788,-9.23022,0.0347789,0.215726,-0.146702,0.0489512,-0.00110137,-0.921984,-0.00137905,0.219942,-0.147061,
-10876,6,4,216,4,28,0,1,0.0632925,0.0174858,-12.3176,1.51923,1,-2212,-1,1,0.0607961,-1,-12.4597,0.349257,-18.1146,-0.294305,0.0249059,-0.402972,0.0489512,-0.00110137,-0.921984,-0.29811,-0.00703243,-0.413543,
-10876,6,0,221,4,33,0,1,0.885316,0.0197106,-11.5793,-4.46663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,222,4,34,0,1,0.849762,0.0197106,-11.0857,-5.5801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,3,256,5,4,1,1,0.38542,0.0117498,11.634,7.05967,1,211,1,1,0.0346974,-1,11.9697,6.55335,3.32182,0.177791,0.118305,0.0677317,0.0489512,-0.00110137,-0.921984,0.197304,0.0886325,0.0656352,
-10876,6,1,266,5,14,1,1,0.261215,0.0117944,2.07016,13.45,1,-211,-1,1,0.0449102,1,1.18194,13.6036,-10.0644,0.0381892,0.215129,-0.146727,0.0489512,-0.00110137,-0.921984,-0.00137905,0.219942,-0.147061,
-10876,6,0,268,5,16,1,1,0.936531,0.018387,-0.296866,13.6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,269,5,17,1,1,0.939346,0.018387,-1.4815,13.5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,270,5,18,1,1,0.94135,0.018387,-2.65487,13.3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,271,5,19,1,1,0.943861,0.018387,-3.80802,13.0647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,0,272,5,20,1,1,0.954419,0.018387,-4.9322,12.6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,4,284,5,32,1,1,0.361817,0.0115503,-13.45,2.07016,1,-2212,-1,1,0.0642331,1,-13.7078,0.460142,-19.8241,-0.294069,0.0273524,-0.402969,0.0489512,-0.00110137,-0.921984,-0.29811,-0.00703243,-0.413543,
-10876,6,0,291,5,39,1,1,0.830662,0.018387,-12.205,-6.01884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,2,293,5,41,1,1,0.361373,0.0115483,-10.9744,-8.04678,1,211,1,1,0.0363604,1,-11.0262,-7.90841,8.01472,-0.204641,-0.171557,0.175382,0.0489512,-0.00110137,-0.921984,-0.229094,-0.138979,0.176401,
-10876,6,3,328,6,4,2,1,0.120439,0.0130654,12.748,7.47172,1,211,1,1,0.0371891,-1,12.9196,7.19627,3.68559,0.176006,0.120939,0.0677373,0.0489512,-0.00110137,-0.921984,0.197304,0.0886325,0.0656352,
-10876,6,1,339,6,15,2,1,0.532494,0.0170071,2.59761,14.5461,1,-211,-1,1,0.0485446,1,1.40225,14.7917,-10.8759,0.0419531,0.214412,-0.146749,0.0489512,-0.00110137,-0.921984,-0.00137905,0.219942,-0.147061,
-10876,6,1,340,6,16,2,1,0.619503,0.0174412,1.44833,14.7051,1,-211,-1,1,0.0461201,-1,1.34316,14.4898,-10.6693,0.0403983,0.214715,-0.146747,0.0489512,-0.00110137,-0.921984,-0.00137905,0.219942,-0.147061,
-10876,6,0,367,6,43,2,1,0.840002,0.0174412,-13.2949,-6.44849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10876,6,2,370,6,46,2,1,0.320676,0.0103951,-11.4222,-9.37395,1,211,1,1,0.0392948,-1,-11.9842,-8.72128,8.84004,-0.202172,-0.174413,0.175427,0.0489512,-0.00110137,-0.921984,-0.229094,-0.138979,0.176401,
-10876,6,3,408,7,4,3,1,0.651723,0.019755,14.0299,7.49914,1,211,1,1,0.038377,1,13.6268,7.68801,3.95885,0.174687,0.122827,0.0677615,0.0489512,-0.00110137,-0.921984,0.197304,0.0886325,0.0656352,
-10876,6,3,409,7,5,3,1,0.589344,0.019755,13.3983,8.57679,1,211,1,1,0.0404515,-1,13.8948,7.87974,4.06342,0.173681,0.124246,0.0677511,0.0489512,-0.00110137,-0.921984,0.197304,0.0886325,0.0656352,
